Group,Year,County,Enrollment
Asian or Asian/Pacific Islander Students,2008,SHASTA COUNTY,993
Asian or Asian/Pacific Islander Students,2008,SIERRA COUNTY,7
Asian or Asian/Pacific Islander Students,2008,SISKIYOU COUNTY,102
Asian or Asian/Pacific Islander Students,2008,SOLANO COUNTY,9359
Asian or Asian/Pacific Islander Students,2008,SONOMA COUNTY,3210
Asian or Asian/Pacific Islander Students,2008,STANISLAUS COUNTY,5673
Asian or Asian/Pacific Islander Students,2008,SUTTER COUNTY,2652
Asian or Asian/Pacific Islander Students,2008,TEHAMA COUNTY,146
Asian or Asian/Pacific Islander Students,2008,TRINITY COUNTY,26
Asian or Asian/Pacific Islander Students,2008,TULARE COUNTY,3228
Asian or Asian/Pacific Islander Students,2008,TUOLUMNE COUNTY,102
Asian or Asian/Pacific Islander Students,2008,VENTURA COUNTY,9384
Asian or Asian/Pacific Islander Students,2008,YOLO COUNTY,3026
Asian or Asian/Pacific Islander Students,2008,YUBA COUNTY,1285
Asian or Asian/Pacific Islander Students,2007,ALAMEDA COUNTY,56966
Asian or Asian/Pacific Islander Students,2007,ALPINE COUNTY,0
Asian or Asian/Pacific Islander Students,2007,AMADOR COUNTY,76
Asian or Asian/Pacific Islander Students,2007,BUTTE COUNTY,2689
Asian or Asian/Pacific Islander Students,2007,CALAVERAS COUNTY,142
Asian or Asian/Pacific Islander Students,2007,COLUSA COUNTY,71
Asian or Asian/Pacific Islander Students,2007,CONTRA COSTA COUNTY,22691
Asian or Asian/Pacific Islander Students,2007,DEL NORTE COUNTY,327
Asian or Asian/Pacific Islander Students,2007,EL DORADO COUNTY,1402
Asian or Asian/Pacific Islander Students,2007,FRESNO COUNTY,22370
Asian or Asian/Pacific Islander Students,2007,GLENN COUNTY,241
Asian or Asian/Pacific Islander Students,2007,HUMBOLDT COUNTY,724
Asian or Asian/Pacific Islander Students,2007,IMPERIAL COUNTY,459
Asian or Asian/Pacific Islander Students,2007,INYO COUNTY,50
Asian or Asian/Pacific Islander Students,2007,KERN COUNTY,6999
Asian or Asian/Pacific Islander Students,2007,KINGS COUNTY,1176
Asian or Asian/Pacific Islander Students,2007,LAKE COUNTY,156
Asian or Asian/Pacific Islander Students,2007,LASSEN COUNTY,84
Asian or Asian/Pacific Islander Students,2007,LOS ANGELES COUNTY,171874
Asian or Asian/Pacific Islander Students,2007,MADERA COUNTY,492
Asian or Asian/Pacific Islander Students,2007,MARIN COUNTY,1859
Asian or Asian/Pacific Islander Students,2007,MARIPOSA COUNTY,35
Asian or Asian/Pacific Islander Students,2007,MENDOCINO COUNTY,218
Asian or Asian/Pacific Islander Students,2007,MERCED COUNTY,5131
Asian or Asian/Pacific Islander Students,2007,MODOC COUNTY,35
Asian or Asian/Pacific Islander Students,2007,MONO COUNTY,18
Asian or Asian/Pacific Islander Students,2007,MONTEREY COUNTY,4189
Asian or Asian/Pacific Islander Students,2007,NAPA COUNTY,1211
Asian or Asian/Pacific Islander Students,2007,NEVADA COUNTY,247
Asian or Asian/Pacific Islander Students,2007,ORANGE COUNTY,80001
Asian or Asian/Pacific Islander Students,2007,PLACER COUNTY,3911
Asian or Asian/Pacific Islander Students,2007,PLUMAS COUNTY,49
Asian or Asian/Pacific Islander Students,2007,RIVERSIDE COUNTY,21393
Asian or Asian/Pacific Islander Students,2007,SACRAMENTO COUNTY,40952
Asian or Asian/Pacific Islander Students,2007,SAN BENITO COUNTY,264
Asian or Asian/Pacific Islander Students,2007,SAN BERNARDINO COUNTY,20064
Asian or Asian/Pacific Islander Students,2007,SAN DIEGO COUNTY,54689
Asian or Asian/Pacific Islander Students,2007,SAN FRANCISCO COUNTY,27016
Asian or Asian/Pacific Islander Students,2007,SAN JOAQUIN COUNTY,23000
Asian or Asian/Pacific Islander Students,2007,SAN LUIS OBISPO COUNTY,1066
Asian or Asian/Pacific Islander Students,2007,SAN MATEO COUNTY,21942
Asian or Asian/Pacific Islander Students,2007,SANTA BARBARA COUNTY,2663
Asian or Asian/Pacific Islander Students,2007,SANTA CLARA COUNTY,80010
Asian or Asian/Pacific Islander Students,2007,SANTA CRUZ COUNTY,1224
Asian or Asian/Pacific Islander Students,2007,SHASTA COUNTY,1056
Asian or Asian/Pacific Islander Students,2007,SIERRA COUNTY,8
Asian or Asian/Pacific Islander Students,2007,SISKIYOU COUNTY,130
Asian or Asian/Pacific Islander Students,2007,SOLANO COUNTY,10531
Asian or Asian/Pacific Islander Students,2007,SONOMA COUNTY,3505
Asian or Asian/Pacific Islander Students,2007,STANISLAUS COUNTY,6585
Asian or Asian/Pacific Islander Students,2007,SUTTER COUNTY,2737
Asian or Asian/Pacific Islander Students,2007,TEHAMA COUNTY,187
Asian or Asian/Pacific Islander Students,2007,TRINITY COUNTY,34
Asian or Asian/Pacific Islander Students,2007,TULARE COUNTY,3330
Asian or Asian/Pacific Islander Students,2007,TUOLUMNE COUNTY,131
Asian or Asian/Pacific Islander Students,2007,VENTURA COUNTY,9639
Asian or Asian/Pacific Islander Students,2007,YOLO COUNTY,3073
Asian or Asian/Pacific Islander Students,2007,YUBA COUNTY,1582
Asian or Asian/Pacific Islander Students,2006,ALAMEDA COUNTY,56544
Asian or Asian/Pacific Islander Students,2006,ALPINE COUNTY,1
Asian or Asian/Pacific Islander Students,2006,AMADOR COUNTY,89
Asian or Asian/Pacific Islander Students,2006,BUTTE COUNTY,2714
Asian or Asian/Pacific Islander Students,2006,CALAVERAS COUNTY,130
Asian or Asian/Pacific Islander Students,2006,COLUSA COUNTY,71
Asian or Asian/Pacific Islander Students,2006,CONTRA COSTA COUNTY,21954
Asian or Asian/Pacific Islander Students,2006,DEL NORTE COUNTY,338
Asian or Asian/Pacific Islander Students,2006,EL DORADO COUNTY,1262
Asian or Asian/Pacific Islander Students,2006,FRESNO COUNTY,22833
Asian or Asian/Pacific Islander Students,2006,GLENN COUNTY,221
Asian or Asian/Pacific Islander Students,2006,HUMBOLDT COUNTY,679
Asian or Asian/Pacific Islander Students,2006,IMPERIAL COUNTY,460
Asian or Asian/Pacific Islander Students,2006,INYO COUNTY,46
Asian or Asian/Pacific Islander Students,2006,KERN COUNTY,6993
Asian or Asian/Pacific Islander Students,2006,KINGS COUNTY,1203
Asian or Asian/Pacific Islander Students,2006,LAKE COUNTY,172
Asian or Asian/Pacific Islander Students,2006,LASSEN COUNTY,89
Asian or Asian/Pacific Islander Students,2006,LOS ANGELES COUNTY,168700
Asian or Asian/Pacific Islander Students,2006,MADERA COUNTY,477
Asian or Asian/Pacific Islander Students,2006,MARIN COUNTY,1745
Asian or Asian/Pacific Islander Students,2006,MARIPOSA COUNTY,35
Asian or Asian/Pacific Islander Students,2006,MENDOCINO COUNTY,211
Asian or Asian/Pacific Islander Students,2006,MERCED COUNTY,5194
Asian or Asian/Pacific Islander Students,2006,MODOC COUNTY,28
Asian or Asian/Pacific Islander Students,2006,MONO COUNTY,17
Asian or Asian/Pacific Islander Students,2006,MONTEREY COUNTY,4308
Asian or Asian/Pacific Islander Students,2006,NAPA COUNTY,1206
Asian or Asian/Pacific Islander Students,2006,NEVADA COUNTY,240
Asian or Asian/Pacific Islander Students,2006,ORANGE COUNTY,78934
Asian or Asian/Pacific Islander Students,2006,PLACER COUNTY,3756
Asian or Asian/Pacific Islander Students,2006,PLUMAS COUNTY,58
Asian or Asian/Pacific Islander Students,2006,RIVERSIDE COUNTY,20624
Asian or Asian/Pacific Islander Students,2006,SACRAMENTO COUNTY,40758
Asian or Asian/Pacific Islander Students,2006,SAN BENITO COUNTY,280
Asian or Asian/Pacific Islander Students,2006,SAN BERNARDINO COUNTY,20791
Asian or Asian/Pacific Islander Students,2006,SAN DIEGO COUNTY,53558
Asian or Asian/Pacific Islander Students,2006,SAN FRANCISCO COUNTY,26714
Asian or Asian/Pacific Islander Students,2006,SAN JOAQUIN COUNTY,22801
Asian or Asian/Pacific Islander Students,2006,SAN LUIS OBISPO COUNTY,1034
Asian or Asian/Pacific Islander Students,2006,SAN MATEO COUNTY,21778
Asian or Asian/Pacific Islander Students,2006,SANTA BARBARA COUNTY,2770
Asian or Asian/Pacific Islander Students,2006,SANTA CLARA COUNTY,78091
Asian or Asian/Pacific Islander Students,2006,SANTA CRUZ COUNTY,1232
Asian or Asian/Pacific Islander Students,2006,SHASTA COUNTY,1164
Asian or Asian/Pacific Islander Students,2006,SIERRA COUNTY,9
Asian or Asian/Pacific Islander Students,2006,SISKIYOU COUNTY,145
Asian or Asian/Pacific Islander Students,2006,SOLANO COUNTY,10748
Asian or Asian/Pacific Islander Students,2006,SONOMA COUNTY,3533
Asian or Asian/Pacific Islander Students,2006,STANISLAUS COUNTY,6506
Asian or Asian/Pacific Islander Students,2006,SUTTER COUNTY,2711
Asian or Asian/Pacific Islander Students,2006,TEHAMA COUNTY,180
Asian or Asian/Pacific Islander Students,2006,TRINITY COUNTY,32
Asian or Asian/Pacific Islander Students,2006,TULARE COUNTY,3312
Asian or Asian/Pacific Islander Students,2006,TUOLUMNE COUNTY,126
Asian or Asian/Pacific Islander Students,2006,VENTURA COUNTY,9607
Asian or Asian/Pacific Islander Students,2006,YOLO COUNTY,3019
Asian or Asian/Pacific Islander Students,2006,YUBA COUNTY,1676
Asian or Asian/Pacific Islander Students,2005,ALAMEDA COUNTY,55663
Asian or Asian/Pacific Islander Students,2005,ALPINE COUNTY,0
Asian or Asian/Pacific Islander Students,2005,AMADOR COUNTY,94
Asian or Asian/Pacific Islander Students,2005,BUTTE COUNTY,2709
Asian or Asian/Pacific Islander Students,2005,CALAVERAS COUNTY,129
Asian or Asian/Pacific Islander Students,2005,COLUSA COUNTY,70
Asian or Asian/Pacific Islander Students,2005,CONTRA COSTA COUNTY,22413
Asian or Asian/Pacific Islander Students,2005,DEL NORTE COUNTY,356
Asian or Asian/Pacific Islander Students,2005,EL DORADO COUNTY,1146
Asian or Asian/Pacific Islander Students,2005,FRESNO COUNTY,23046
Asian or Asian/Pacific Islander Students,2005,GLENN COUNTY,236
Asian or Asian/Pacific Islander Students,2005,HUMBOLDT COUNTY,720
Asian or Asian/Pacific Islander Students,2005,IMPERIAL COUNTY,450
Asian or Asian/Pacific Islander Students,2005,INYO COUNTY,55
Asian or Asian/Pacific Islander Students,2005,KERN COUNTY,6607
Asian or Asian/Pacific Islander Students,2005,KINGS COUNTY,1193
Asian or Asian/Pacific Islander Students,2005,LAKE COUNTY,196
Asian or Asian/Pacific Islander Students,2005,LASSEN COUNTY,100
Asian or Asian/Pacific Islander Students,2005,LOS ANGELES COUNTY,177842
Asian or Asian/Pacific Islander Students,2005,MADERA COUNTY,433
Asian or Asian/Pacific Islander Students,2005,MARIN COUNTY,1791
Asian or Asian/Pacific Islander Students,2005,MARIPOSA COUNTY,35
Asian or Asian/Pacific Islander Students,2005,MENDOCINO COUNTY,254
Asian or Asian/Pacific Islander Students,2005,MERCED COUNTY,5276
Asian or Asian/Pacific Islander Students,2005,MODOC COUNTY,24
Asian or Asian/Pacific Islander Students,2005,MONO COUNTY,25
Asian or Asian/Pacific Islander Students,2005,MONTEREY COUNTY,4501
Asian or Asian/Pacific Islander Students,2005,NAPA COUNTY,1097
Asian or Asian/Pacific Islander Students,2005,NEVADA COUNTY,223
Asian or Asian/Pacific Islander Students,2005,ORANGE COUNTY,78390
Asian or Asian/Pacific Islander Students,2005,PLACER COUNTY,3607
Asian or Asian/Pacific Islander Students,2005,PLUMAS COUNTY,64
Asian or Asian/Pacific Islander Students,2005,RIVERSIDE COUNTY,19206
Asian or Asian/Pacific Islander Students,2005,SACRAMENTO COUNTY,42083
Asian or Asian/Pacific Islander Students,2005,SAN BENITO COUNTY,274
Asian or Asian/Pacific Islander Students,2005,SAN BERNARDINO COUNTY,20731
Asian or Asian/Pacific Islander Students,2005,SAN DIEGO COUNTY,53645
Asian or Asian/Pacific Islander Students,2005,SAN FRANCISCO COUNTY,28935
Asian or Asian/Pacific Islander Students,2005,SAN JOAQUIN COUNTY,22615
Asian or Asian/Pacific Islander Students,2005,SAN LUIS OBISPO COUNTY,986
Asian or Asian/Pacific Islander Students,2005,SAN MATEO COUNTY,21629
Asian or Asian/Pacific Islander Students,2005,SANTA BARBARA COUNTY,2940
Asian or Asian/Pacific Islander Students,2005,SANTA CLARA COUNTY,77333
Asian or Asian/Pacific Islander Students,2005,SANTA CRUZ COUNTY,1273
Asian or Asian/Pacific Islander Students,2005,SHASTA COUNTY,1190
Asian or Asian/Pacific Islander Students,2005,SIERRA COUNTY,5
Asian or Asian/Pacific Islander Students,2005,SISKIYOU COUNTY,193
Asian or Asian/Pacific Islander Students,2005,SOLANO COUNTY,11160
Asian or Asian/Pacific Islander Students,2005,SONOMA COUNTY,3554
Asian or Asian/Pacific Islander Students,2005,STANISLAUS COUNTY,6540
Asian or Asian/Pacific Islander Students,2005,SUTTER COUNTY,2531
Asian or Asian/Pacific Islander Students,2005,TEHAMA COUNTY,164
Asian or Asian/Pacific Islander Students,2005,TRINITY COUNTY,30
Asian or Asian/Pacific Islander Students,2005,TULARE COUNTY,3253
Asian or Asian/Pacific Islander Students,2005,TUOLUMNE COUNTY,138
Asian or Asian/Pacific Islander Students,2005,VENTURA COUNTY,9364
Asian or Asian/Pacific Islander Students,2005,YOLO COUNTY,2862
Asian or Asian/Pacific Islander Students,2005,YUBA COUNTY,1713
Asian or Asian/Pacific Islander Students,2004,ALAMEDA COUNTY,54759
Asian or Asian/Pacific Islander Students,2004,ALPINE COUNTY,1
Asian or Asian/Pacific Islander Students,2004,AMADOR COUNTY,93
Asian or Asian/Pacific Islander Students,2004,BUTTE COUNTY,2584
Asian or Asian/Pacific Islander Students,2004,CALAVERAS COUNTY,109
Asian or Asian/Pacific Islander Students,2004,COLUSA COUNTY,56
Asian or Asian/Pacific Islander Students,2004,CONTRA COSTA COUNTY,21268
Asian or Asian/Pacific Islander Students,2004,DEL NORTE COUNTY,340
Asian or Asian/Pacific Islander Students,2004,EL DORADO COUNTY,1105
Asian or Asian/Pacific Islander Students,2004,FRESNO COUNTY,22491
Asian or Asian/Pacific Islander Students,2004,GLENN COUNTY,273
Asian or Asian/Pacific Islander Students,2004,HUMBOLDT COUNTY,691
Asian or Asian/Pacific Islander Students,2004,IMPERIAL COUNTY,479
Asian or Asian/Pacific Islander Students,2004,INYO COUNTY,55
Asian or Asian/Pacific Islander Students,2004,KERN COUNTY,6417
Asian or Asian/Pacific Islander Students,2004,KINGS COUNTY,1157
Asian or Asian/Pacific Islander Students,2004,LAKE COUNTY,181
Asian or Asian/Pacific Islander Students,2004,LASSEN COUNTY,106
Asian or Asian/Pacific Islander Students,2004,LOS ANGELES COUNTY,178959
Asian or Asian/Pacific Islander Students,2004,MADERA COUNTY,427
Asian or Asian/Pacific Islander Students,2004,MARIN COUNTY,1839
Asian or Asian/Pacific Islander Students,2004,MARIPOSA COUNTY,36
Asian or Asian/Pacific Islander Students,2004,MENDOCINO COUNTY,248
Asian or Asian/Pacific Islander Students,2004,MERCED COUNTY,5152
Asian or Asian/Pacific Islander Students,2004,MODOC COUNTY,12
Asian or Asian/Pacific Islander Students,2004,MONO COUNTY,33
Asian or Asian/Pacific Islander Students,2004,MONTEREY COUNTY,4680
Asian or Asian/Pacific Islander Students,2004,NAPA COUNTY,1024
Asian or Asian/Pacific Islander Students,2004,NEVADA COUNTY,251
Asian or Asian/Pacific Islander Students,2004,ORANGE COUNTY,76783
Asian or Asian/Pacific Islander Students,2004,PLACER COUNTY,3232
Asian or Asian/Pacific Islander Students,2004,PLUMAS COUNTY,64
Asian or Asian/Pacific Islander Students,2004,RIVERSIDE COUNTY,18023
Asian or Asian/Pacific Islander Students,2004,SACRAMENTO COUNTY,40797
Asian or Asian/Pacific Islander Students,2004,SAN BENITO COUNTY,264
Asian or Asian/Pacific Islander Students,2004,SAN BERNARDINO COUNTY,19924
Asian or Asian/Pacific Islander Students,2004,SAN DIEGO COUNTY,53573
Asian or Asian/Pacific Islander Students,2004,SAN FRANCISCO COUNTY,29385
Asian or Asian/Pacific Islander Students,2004,SAN JOAQUIN COUNTY,22533
Asian or Asian/Pacific Islander Students,2004,SAN LUIS OBISPO COUNTY,981
Asian or Asian/Pacific Islander Students,2004,SAN MATEO COUNTY,21288
Asian or Asian/Pacific Islander Students,2004,SANTA BARBARA COUNTY,2979
Asian or Asian/Pacific Islander Students,2004,SANTA CLARA COUNTY,75146
Asian or Asian/Pacific Islander Students,2004,SANTA CRUZ COUNTY,1247
Asian or Asian/Pacific Islander Students,2004,SHASTA COUNTY,1235
Asian or Asian/Pacific Islander Students,2004,SIERRA COUNTY,10
Asian or Asian/Pacific Islander Students,2004,SISKIYOU COUNTY,202
Asian or Asian/Pacific Islander Students,2004,SOLANO COUNTY,11156
Asian or Asian/Pacific Islander Students,2004,SONOMA COUNTY,3651
Asian or Asian/Pacific Islander Students,2004,STANISLAUS COUNTY,6555
Asian or Asian/Pacific Islander Students,2004,SUTTER COUNTY,2447
Asian or Asian/Pacific Islander Students,2004,TEHAMA COUNTY,151
Asian or Asian/Pacific Islander Students,2004,TRINITY COUNTY,24
Asian or Asian/Pacific Islander Students,2004,TULARE COUNTY,3159
Asian or Asian/Pacific Islander Students,2004,TUOLUMNE COUNTY,127
Asian or Asian/Pacific Islander Students,2004,VENTURA COUNTY,8998
Asian or Asian/Pacific Islander Students,2004,YOLO COUNTY,2829
Asian or Asian/Pacific Islander Students,2004,YUBA COUNTY,1677
Asian or Asian/Pacific Islander Students,2003,ALAMEDA COUNTY,54990
Asian or Asian/Pacific Islander Students,2003,ALPINE COUNTY,0
Asian or Asian/Pacific Islander Students,2003,AMADOR COUNTY,99
Asian or Asian/Pacific Islander Students,2003,BUTTE COUNTY,2675
Asian or Asian/Pacific Islander Students,2003,CALAVERAS COUNTY,108
Asian or Asian/Pacific Islander Students,2003,COLUSA COUNTY,46
Asian or Asian/Pacific Islander Students,2003,CONTRA COSTA COUNTY,20578
Asian or Asian/Pacific Islander Students,2003,DEL NORTE COUNTY,350
Asian or Asian/Pacific Islander Students,2003,EL DORADO COUNTY,1033
Asian or Asian/Pacific Islander Students,2003,FRESNO COUNTY,22727
Asian or Asian/Pacific Islander Students,2003,GLENN COUNTY,233
Asian or Asian/Pacific Islander Students,2003,HUMBOLDT COUNTY,712
Asian or Asian/Pacific Islander Students,2003,IMPERIAL COUNTY,510
Asian or Asian/Pacific Islander Students,2003,INYO COUNTY,58
Asian or Asian/Pacific Islander Students,2003,KERN COUNTY,6129
Asian or Asian/Pacific Islander Students,2003,KINGS COUNTY,1135
Asian or Asian/Pacific Islander Students,2003,LAKE COUNTY,166
Asian or Asian/Pacific Islander Students,2003,LASSEN COUNTY,135
Asian or Asian/Pacific Islander Students,2003,LOS ANGELES COUNTY,177870
Asian or Asian/Pacific Islander Students,2003,MADERA COUNTY,390
Asian or Asian/Pacific Islander Students,2003,MARIN COUNTY,1839
Asian or Asian/Pacific Islander Students,2003,MARIPOSA COUNTY,32
Asian or Asian/Pacific Islander Students,2003,MENDOCINO COUNTY,267
Asian or Asian/Pacific Islander Students,2003,MERCED COUNTY,5216
Asian or Asian/Pacific Islander Students,2003,MODOC COUNTY,13
